     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,04/25/2015-05/01/2015,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R001,WHITEHALL STREET              ,00059573,00002349,00000306,00000892,00000270,00030841,00032770,00000000,00000000,00000000,00000005,00001065,00000798,00000620,00003512,00001241,00000404,00000000,00001232,00000000,00000000,00000000,00000000,                                                                                                                               
R003,CYPRESS HILLS                 ,00003458,00000205,00000033,00000038,00000001,00002579,00001387,00000000,00000000,00000000,00000000,00000021,00000083,00000005,00000106,00000014,00000001,00000000,00000019,00000000,00000000,00000000,00000000,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00008383,00000475,00000068,00000148,00000000,00005738,00004745,00000000,00000000,00000000,00000000,00000112,00000253,00000000,00000267,00000034,00000057,00000000,00000101,00000000,00000000,00000000,00000000,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00009459,00000642,00000026,00000187,00000000,00005947,00005398,00000000,00000000,00000000,00000000,00000081,00000283,00000000,00000243,00000043,00000070,00000000,00000093,00000000,00000000,00000000,00000000,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00009415,00000626,00000067,00000185,00000001,00008047,00006289,00000000,00000000,00000000,00000000,00000165,00000262,00000019,00000343,00000083,00000045,00000000,00000093,00000000,00000000,00000000,00000000,                                                                                                                               
R007,104TH STREET                  ,00006839,00000348,00000042,00000079,00000004,00004342,00003158,00000000,00000000,00000000,00000000,00000058,00000118,00000001,00000190,00000028,00000028,00000000,00000055,00000000,00000000,00000000,00000000,                                                                                                                               
R008,111TH STREET                  ,00006035,00000280,00000034,00000063,00000012,00003755,00002837,00000000,00000000,00000000,00000000,00000046,00000097,00000005,00000165,00000029,00000023,00000000,00000057,00000000,00000000,00000000,00000000,                                                                                                                               
R009,121ST STREET                  ,00005349,00000294,00000021,00000079,00000006,00004278,00002862,00000000,00000000,00000000,00000000,00000056,00000125,00000002,00000159,00000072,00000040,00000000,00000049,00000000,00000000,00000000,00000000,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00093538,00004997,00000423,00001230,00000125,00057550,00058880,00000000,00000001,00000000,00000003,00000974,00001285,00000179,00004082,00001388,00000883,00000000,00002629,00000000,00000000,00000000,00000000,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00239782,00010922,00000555,00001674,00000121,00048202,00075178,00000000,00000000,00000001,00000003,00002601,00004467,00000106,00004821,00004812,00001279,00000000,00002651,00000000,00000000,00000000,00000000,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00215591,00009168,00000492,00001781,00004064,00051250,00077042,00000000,00000000,00000000,00000013,00002342,00003071,00006133,00005406,00005929,00001489,00000000,00003285,00000000,00000000,00000000,00000000,                                                                                                                               
R013,34TH STREET & 8TH AVENUE      ,00043867,00002042,00000133,00000703,00000680,00018036,00029313,00000000,00000000,00000000,00000004,00000751,00000260,00001777,00001868,00001182,00000471,00000000,00000847,00000000,00000000,00000000,00000000,                                                                                                                               
R014,FULTON STREET                 ,00116058,00004144,00000290,00000847,00000807,00042063,00070836,00000000,00000000,00000000,00000013,00001916,00000919,00001609,00006323,00002469,00001192,00000000,00001776,00000000,00000000,00000000,00000000,                                                                                                                               
